employee_id,effective_date,change_type,old_job_level,new_job_level,old_department,new_department,old_sub_department,new_sub_department,old_job_title,new_job_title,old_manager_id,new_manager_id
EMP-0257,2021-02-07,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0026
EMP-0257,2022-02-05,Manager Change,IC3,IC3,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Senior Account Executive,EMP-0026,EMP-0169
EMP-0258,2021-07-06,Hire,,IC2,,Product,,Product Management,,Product Manager,,EMP-019
EMP-0258,2022-07-29,Manager Change,IC2,IC2,Product,Product,Product Management,Product Management,Product Manager,Product Manager,EMP-019,EMP-0149
EMP-0259,2023-09-24,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0029
EMP-0259,2024-10-19,Manager Change,IC3,IC3,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Senior ML Engineer,EMP-0029,EMP-0044
EMP-0260,2022-01-08,Hire,,IC4,,Engineering,,Platform,,Staff Software Engineer,,EMP-0044
EMP-0260,2022-10-19,Manager Change,IC4,IC4,Engineering,Engineering,Platform,Platform,Staff Software Engineer,Staff Software Engineer,EMP-0044,EMP-0142
EMP-0261,2021-07-03,Hire,,IC3,,People,,Recruiting,,Senior Recruiter,,EMP-0025
EMP-0261,2022-04-12,Manager Change,IC3,IC3,People,People,Recruiting,Recruiting,Senior Recruiter,Senior Recruiter,EMP-0025,EMP-0157
EMP-0262,2023-09-01,Hire,,IC4,,Sales,,SDR,,Lead SDR,,EMP-003
EMP-0262,2024-12-17,Manager Change,IC4,IC4,Sales,Sales,SDR,SDR,Lead SDR,Lead SDR,EMP-003,EMP-0030
EMP-0263,2022-05-03,Hire,,IC2,,Marketing,,Growth,,Growth Marketing Manager,,EMP-0046
EMP-0263,2023-06-20,Manager Change,IC2,IC2,Marketing,Marketing,Growth,Growth,Growth Marketing Manager,Growth Marketing Manager,EMP-0046,EMP-0170
EMP-0264,2022-05-26,Hire,,IC2,,Product,,Design,,Product Designer,,EMP-0155
EMP-0264,2022-12-10,Manager Change,IC2,IC2,Product,Product,Design,Design,Product Designer,Product Designer,EMP-0155,EMP-0035
EMP-0265,2023-07-28,Hire,,IC4,,G&A,,Facilities,,Staff Facilities Specialist,,EMP-0153
EMP-0265,2024-11-28,Manager Change,IC4,IC4,G&A,G&A,Facilities,Facilities,Staff Facilities Specialist,Staff Facilities Specialist,EMP-0153,EMP-0179
EMP-0266,2022-04-22,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0026
EMP-0266,2023-08-08,Manager Change,IC3,IC3,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Senior Account Executive,EMP-0026,EMP-0147
EMP-0267,2021-10-30,Hire,,IC2,,Customer Success,,Implementation,,Implementation Specialist,,EMP-0022
EMP-0267,2023-02-05,Manager Change,IC2,IC2,Customer Success,Customer Success,Implementation,Implementation,Implementation Specialist,Implementation Specialist,EMP-0022,EMP-0037
EMP-0268,2021-11-08,Hire,,IC3,,Marketing,,Content,,Senior Content Marketing Manager,,EMP-0046
EMP-0268,2023-07-14,Manager Change,IC3,IC3,Marketing,Marketing,Content,Content,Senior Content Marketing Manager,Senior Content Marketing Manager,EMP-0046,EMP-0156
EMP-0269,2022-05-08,Hire,,IC2,,Marketing,,Content,,Content Marketing Manager,,EMP-0046
EMP-0269,2022-10-05,Manager Change,IC2,IC2,Marketing,Marketing,Content,Content,Content Marketing Manager,Content Marketing Manager,EMP-0046,EMP-0156
EMP-0270,2022-07-25,Hire,,IC4,,Sales,,SDR,,Lead SDR,,EMP-003
EMP-0270,2023-09-24,Manager Change,IC4,IC4,Sales,Sales,SDR,SDR,Lead SDR,Lead SDR,EMP-003,EMP-0030
EMP-0271,2021-10-01,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0044
EMP-0271,2022-08-30,Manager Change,IC3,IC3,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Senior Software Engineer,EMP-0044,EMP-0158
EMP-0272,2021-09-12,Hire,,IC4,,Engineering,,Platform,,Staff Software Engineer,,EMP-0029
EMP-0272,2023-02-22,Manager Change,IC4,IC4,Engineering,Engineering,Platform,Platform,Staff Software Engineer,Staff Software Engineer,EMP-0029,EMP-0124
EMP-0273,2022-04-12,Hire,,IC4,,G&A,,IT,,IT Manager (IC track),,EMP-012
EMP-0273,2022-10-17,Manager Change,IC4,IC4,G&A,G&A,IT,IT,IT Manager (IC track),IT Manager (IC track),EMP-012,EMP-0126
EMP-0274,2021-02-13,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0023
EMP-0274,2022-11-22,Manager Change,IC2,IC2,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Software Engineer,EMP-0023,EMP-0044
EMP-0275,2022-05-16,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0162
EMP-0276,2022-03-05,Hire,,IC2,,Product,,Design,,Product Designer,,EMP-0035
EMP-0276,2023-09-17,Promotion,IC2,IC3,Product,Product,Design,Design,Product Designer,Senior Product Designer,EMP-0035,EMP-0035
EMP-0277,2022-06-22,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0176
EMP-0278,2022-04-02,Hire,,IC4,,Marketing,,Content,,Staff Content Strategist,,EMP-0156
EMP-0279,2022-08-17,Hire,,IC4,,Customer Success,,Support,,Support Lead,,EMP-0125
EMP-0280,2021-01-12,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0023
EMP-0280,2023-02-20,Promotion,IC3,IC4,Engineering,Engineering,Data,Data,Senior Data Engineer,Staff Data Engineer,EMP-0023,EMP-0023
EMP-0280,2023-02-20,Manager Change,IC4,IC4,Engineering,Engineering,Data,Data,Staff Data Engineer,Staff Data Engineer,EMP-0023,EMP-0162
EMP-0281,2022-07-28,Hire,,IC4,,G&A,,Legal,,Senior Corporate Counsel,,EMP-0179
EMP-0282,2022-10-07,Hire,,IC3,,Marketing,,Growth,,Senior Growth Marketing Manager,,EMP-0170
EMP-0282,2024-01-03,Promotion,IC3,IC4,Marketing,Marketing,Growth,Growth,Senior Growth Marketing Manager,Staff Growth Marketing Manager,EMP-0170,EMP-0170
EMP-0283,2022-12-13,Hire,,IC3,,Customer Success,,CSM,,Senior CSM,,EMP-0139
EMP-0284,2021-10-12,Hire,,IC3,,Customer Success,,Support,,Staff Support Specialist,,EMP-0144
EMP-0284,2023-07-07,Lateral Transfer,IC3,IC3,Customer Success,Customer Success,Support,CSM,Staff Support Specialist,Senior CSM,EMP-0144,EMP-0144
EMP-0285,2022-06-30,Hire,,IC4,,Engineering,,AI/ML,,Staff ML Engineer,,EMP-0185
EMP-0285,2023-11-14,Promotion,IC4,IC5,Engineering,Engineering,AI/ML,AI/ML,Staff ML Engineer,Principal ML Engineer,EMP-0185,EMP-0185
EMP-0286,2022-09-21,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0044
EMP-0287,2022-06-24,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0130
EMP-0288,2022-02-07,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0130
EMP-0289,2021-01-31,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0028
EMP-0289,2023-03-02,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0028,EMP-0028
EMP-0289,2023-03-02,Manager Change,IC4,IC4,Engineering,Engineering,AI/ML,AI/ML,Staff ML Engineer,Staff ML Engineer,EMP-0028,EMP-0029
EMP-0290,2022-08-01,Hire,,IC4,,Customer Success,,CSM,,Strategic CSM,,EMP-0139
EMP-0291,2022-01-20,Hire,,IC4,,G&A,,Finance,,Staff Financial Analyst,,EMP-012
EMP-0291,2023-02-12,Promotion,IC4,M1,G&A,G&A,Finance,Finance,Staff Financial Analyst,Finance Manager,EMP-012,EMP-012
EMP-0291,2023-08-26,Lateral Transfer,M1,M1,G&A,G&A,Finance,Facilities,Finance Manager,M1 Facilities,EMP-012,EMP-012
EMP-0291,2024-03-07,Promotion,M1,M2,G&A,G&A,Facilities,Facilities,M1 Facilities,Facilities Manager,EMP-012,EMP-012
EMP-0292,2021-05-14,Hire,,IC4,,Customer Success,,Implementation,,Implementation Lead,,EMP-0037
EMP-0293,2021-05-27,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0030
EMP-0293,2023-04-29,Lateral Transfer,IC2,IC2,Sales,Sales,SDR,Account Executive,Senior SDR,Account Executive,EMP-0030,EMP-0030
EMP-0293,2023-04-29,Manager Change,IC2,IC2,Sales,Sales,Account Executive,Account Executive,Account Executive,Account Executive,EMP-0030,EMP-0169
EMP-0294,2022-03-04,Hire,,IC4,,Product,,Product Management,,Staff Product Manager,,EMP-0149
EMP-0295,2021-07-08,Hire,,IC3,,Marketing,,Brand,,Senior Brand Manager,,EMP-0046
EMP-0295,2023-05-20,Manager Change,IC3,IC3,Marketing,Marketing,Brand,Brand,Senior Brand Manager,Senior Brand Manager,EMP-0046,EMP-0164
EMP-0296,2021-11-19,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0038
EMP-0296,2023-07-26,Promotion,IC3,IC4,Sales,Sales,Sales Engineering,Sales Engineering,Senior Sales Engineer,Staff Sales Engineer,EMP-0038,EMP-0038
EMP-0297,2022-01-16,Hire,,IC4,,People,,L&D,,Staff L&D,,EMP-0025
EMP-0297,2023-08-24,Manager Change,IC4,IC4,People,People,L&D,L&D,Staff L&D,Staff L&D,EMP-0025,EMP-0178
EMP-0298,2022-08-15,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0142
EMP-0298,2023-12-07,Promotion,IC2,IC3,Engineering,Engineering,Platform,Platform,Software Engineer,Senior Software Engineer,EMP-0142,EMP-0142
EMP-0299,2021-07-28,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0026
EMP-0299,2023-05-30,Promotion,IC3,IC4,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Enterprise Account Executive,EMP-0026,EMP-0026
EMP-0299,2023-05-30,Manager Change,IC4,IC4,Sales,Sales,Account Executive,Account Executive,Enterprise Account Executive,Enterprise Account Executive,EMP-0026,EMP-0146
EMP-0300,2022-05-20,Hire,,IC2,,People,,HRBPs,,HR Business Partner,,EMP-0025
EMP-0301,2022-04-23,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0037
EMP-0302,2022-01-07,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0162
EMP-0303,2021-12-23,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0029
EMP-0303,2023-08-12,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0029,EMP-0029
EMP-0304,2022-04-14,Hire,,IC2,,Customer Success,,Support,,Senior Support Specialist,,EMP-0125
EMP-0305,2022-03-13,Hire,,IC4,,Customer Success,,CSM,,Strategic CSM,,EMP-0144
EMP-0306,2021-02-02,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0023
EMP-0306,2023-03-03,Promotion,IC3,IC4,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Staff Software Engineer,EMP-0023,EMP-0023
EMP-0306,2023-03-03,Manager Change,IC4,IC4,Engineering,Engineering,Infrastructure,Infrastructure,Staff Software Engineer,Staff Software Engineer,EMP-0023,EMP-0138
EMP-0307,2022-09-09,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0162
EMP-0308,2021-08-22,Hire,,IC3,,People,,Recruiting,,Senior Recruiter,,EMP-0025
EMP-0308,2023-06-11,Promotion,IC3,IC4,People,People,Recruiting,Recruiting,Senior Recruiter,Staff Recruiter,EMP-0025,EMP-0025
EMP-0308,2023-06-11,Manager Change,IC4,IC4,People,People,Recruiting,Recruiting,Staff Recruiter,Staff Recruiter,EMP-0025,EMP-0157
EMP-0309,2021-02-06,Hire,,IC3,,Product,,Design,,Senior Product Designer,,EMP-019
EMP-0309,2023-03-05,Promotion,IC3,IC4,Product,Product,Design,Design,Senior Product Designer,Staff Product Designer,EMP-019,EMP-019
EMP-0309,2023-03-05,Manager Change,IC4,IC4,Product,Product,Design,Design,Staff Product Designer,Staff Product Designer,EMP-019,EMP-0035
EMP-0310,2022-08-05,Hire,,IC4,,Engineering,,Data,,Staff Data Engineer,,EMP-0181
EMP-0311,2022-04-15,Hire,,IC2,,Sales,,Account Executive,,Account Executive,,EMP-0146
EMP-0311,2023-10-07,Promotion,IC2,IC3,Sales,Sales,Account Executive,Account Executive,Account Executive,Senior Account Executive,EMP-0146,EMP-0146
EMP-0312,2022-08-29,Hire,,IC3,,Marketing,,Product Marketing,,Senior Product Marketing Manager,,EMP-0170
EMP-0312,2023-12-14,Lateral Transfer,IC3,IC3,Marketing,Marketing,Product Marketing,Growth,Senior Product Marketing Manager,Senior Growth Marketing Manager,EMP-0170,EMP-0170
EMP-0313,2021-07-26,Hire,,IC3,,People,,L&D,,Senior L&D Specialist,,EMP-0025
EMP-0313,2023-05-29,Manager Change,IC3,IC3,People,People,L&D,L&D,Senior L&D Specialist,Senior L&D Specialist,EMP-0025,EMP-0178
EMP-0314,2021-05-03,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0044
EMP-0314,2023-04-17,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0044,EMP-0044
EMP-0315,2023-07-30,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0147
EMP-0316,2022-08-20,Hire,,IC4,,Sales,,SDR,,Lead SDR,,EMP-0143
EMP-0317,2021-04-04,Hire,,IC2,,People,,DEIB,,DEIB Specialist,,EMP-0025
EMP-0317,2023-04-02,Promotion,IC2,IC3,People,People,DEIB,DEIB,DEIB Specialist,Senior DEIB Specialist,EMP-0025,EMP-0025
EMP-0317,2023-04-02,Manager Change,IC3,IC3,People,People,DEIB,DEIB,Senior DEIB Specialist,Senior DEIB Specialist,EMP-0025,EMP-0157
EMP-0318,2022-08-03,Hire,,IC4,,Sales,,Account Management,,Strategic Account Manager,,EMP-0182
EMP-0319,2022-06-06,Hire,,IC2,,Marketing,,Product Marketing,,Product Marketing Manager,,EMP-0164
EMP-0319,2023-11-02,Promotion,IC2,IC3,Marketing,Marketing,Product Marketing,Product Marketing,Product Marketing Manager,Senior Product Marketing Manager,EMP-0164,EMP-0164
EMP-0320,2022-06-17,Hire,,IC1,,Product,,Design,,Associate Product Designer,,EMP-0035
EMP-0321,2024-08-23,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0142
EMP-0322,2023-09-05,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0181
EMP-0323,2022-03-13,Hire,,IC2,,People,,People Ops,,People Operations Specialist,,EMP-0178
EMP-0324,2022-01-09,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0165
EMP-0325,2024-05-15,Hire,,IC2,,Sales,,Account Executive,,Account Executive,,EMP-0147
EMP-0326,2024-12-21,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0036
EMP-0327,2022-03-17,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0169
EMP-0328,2022-07-29,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0029
EMP-0329,2022-04-08,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0143
EMP-0330,2022-06-01,Hire,,IC1,,Sales,,Account Management,,Junior Account Manager,,EMP-0186
EMP-0331,2022-01-04,Hire,,IC2,,Customer Success,,Implementation,,Implementation Specialist,,EMP-0037
EMP-0332,2022-01-25,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0124
EMP-0333,2022-01-14,Hire,,IC2,,Customer Success,,Implementation,,Implementation Specialist,,EMP-0037
EMP-0334,2022-04-29,Hire,,IC1,,Marketing,,Brand,,Marketing Coordinator,,EMP-0164
EMP-0335,2022-10-28,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0030
EMP-0336,2022-01-08,Hire,,IC1,,G&A,,Facilities,,Office Coordinator,,EMP-012
EMP-0336,2022-04-29,Manager Change,IC1,IC1,G&A,G&A,Facilities,Facilities,Office Coordinator,Office Coordinator,EMP-012,EMP-0153
EMP-0337,2024-07-31,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0030
EMP-0338,2022-05-01,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0044
EMP-0339,2022-10-19,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0138
EMP-0340,2024-02-05,Hire,,IC2,,Product,,UX Research,,UX Researcher,,EMP-0127
EMP-0341,2022-11-06,Hire,,IC1,,Customer Success,,CSM,,Junior Customer Success Manager,,EMP-0144
EMP-0342,2022-12-05,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0176
EMP-0343,2022-04-14,Hire,,IC1,,Product,,Product Management,,Associate Product Manager,,EMP-0149
EMP-0344,2022-12-28,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0034
EMP-0345,2024-11-09,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0146
EMP-0346,2022-08-07,Hire,,IC2,,Marketing,,Growth,,Growth Marketing Manager,,EMP-0170
EMP-0347,2024-10-17,Hire,,IC1,,Product,,Product Management,,Associate Product Manager,,EMP-0149
EMP-0348,2022-02-23,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0181
EMP-0349,2024-05-28,Hire,,IC1,,Sales,,Sales Engineering,,Junior Sales Engineer,,EMP-0038
EMP-0350,2023-10-24,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0143
EMP-0351,2022-05-03,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0030
EMP-0352,2022-02-23,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0038
EMP-0352,2022-04-08,Manager Change,IC2,IC2,Sales,Sales,Account Management,Account Management,Account Manager,Account Manager,EMP-0038,EMP-0182
EMP-0353,2022-06-21,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0034
EMP-0354,2024-02-07,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0165
EMP-0355,2022-03-24,Hire,,IC1,,G&A,,Legal,,Legal Coordinator,,EMP-012
EMP-0355,2023-09-26,Promotion,IC1,IC2,G&A,G&A,Legal,Legal,Legal Coordinator,Paralegal,EMP-012,EMP-012
EMP-0355,2023-09-26,Manager Change,IC2,IC2,G&A,G&A,Legal,Legal,Paralegal,Paralegal,EMP-012,EMP-0179
EMP-0356,2025-03-01,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0186
EMP-0357,2024-11-07,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0158
EMP-0357,2025-01-18,Lateral Transfer,IC1,IC1,Engineering,Engineering,Data,Platform,Associate Software Engineer,Associate Software Engineer,EMP-0158,EMP-0158
EMP-0358,2022-04-11,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0034
EMP-0359,2023-09-04,Hire,,IC3,,G&A,,IT,,Senior Systems Administrator,,EMP-0126
EMP-0360,2022-06-21,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0138
EMP-0361,2023-10-04,Hire,,IC2,,Marketing,,Content,,Content Marketing Manager,,EMP-0156
EMP-0362,2021-05-19,Hire,,IC2,,G&A,,Finance,,Financial Analyst II,,EMP-0029
EMP-0362,2023-04-25,Promotion,IC2,IC3,G&A,G&A,Finance,Finance,Financial Analyst II,Senior Financial Analyst,EMP-0029,EMP-0029
EMP-0362,2023-04-25,Manager Change,IC3,IC3,G&A,G&A,Finance,Finance,Senior Financial Analyst,Senior Financial Analyst,EMP-0029,EMP-0153
EMP-0363,2022-08-26,Hire,,IC1,,People,,HRBPs,,HR Coordinator,,EMP-0157
EMP-0363,2023-12-13,Lateral Transfer,IC1,IC1,People,People,HRBPs,L&D,HR Coordinator,L&D Coordinator,EMP-0157,EMP-0157
EMP-0364,2021-09-28,Hire,,IC1,,Customer Success,,Implementation,,Junior Implementation Specialist,,EMP-0139
EMP-0364,2023-06-30,Lateral Transfer,IC1,IC1,Customer Success,Customer Success,Implementation,CSM,Junior Implementation Specialist,Junior Customer Success Manager,EMP-0139,EMP-0139
EMP-0365,2024-08-28,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0185
EMP-0366,2021-01-03,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0023
EMP-0366,2023-02-16,Promotion,IC1,IC2,Engineering,Engineering,Data,Data,Associate Software Engineer,Software Engineer,EMP-0023,EMP-0023
EMP-0366,2023-02-16,Manager Change,IC2,IC2,Engineering,Engineering,Data,Data,Software Engineer,Software Engineer,EMP-0023,EMP-0162
EMP-0367,2021-06-25,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0026
EMP-0367,2023-05-13,Promotion,IC1,IC2,Sales,Sales,Account Executive,Account Executive,Junior Account Executive,Account Executive,EMP-0026,EMP-0026
EMP-0367,2023-05-13,Manager Change,IC2,IC2,Sales,Sales,Account Executive,Account Executive,Account Executive,Account Executive,EMP-0026,EMP-0146
EMP-0368,2021-07-24,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0028
EMP-0368,2023-05-28,Promotion,IC3,IC4,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Staff Software Engineer,EMP-0028,EMP-0028
EMP-0368,2023-05-28,Manager Change,IC4,IC4,Engineering,Engineering,Infrastructure,Infrastructure,Staff Software Engineer,Staff Software Engineer,EMP-0028,EMP-0138
EMP-0369,2025-02-10,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0186
EMP-0369,2025-03-06,Promotion,IC2,IC3,Sales,Sales,Account Management,Account Management,Account Manager,Senior Account Manager,EMP-0186,EMP-0186
EMP-0370,2024-05-22,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0185
EMP-0370,2024-10-25,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0185,EMP-0185
EMP-0371,2022-03-26,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0034
EMP-0371,2023-09-27,Promotion,IC1,IC2,Engineering,Engineering,Data,Data,Associate Software Engineer,Software Engineer,EMP-0034,EMP-0034
EMP-0372,2022-05-01,Hire,,IC2,,G&A,,IT,,Systems Administrator,,EMP-0126
EMP-0373,2021-11-30,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0176
EMP-0373,2023-07-31,Promotion,IC1,IC2,Engineering,Engineering,Infrastructure,Infrastructure,Associate Software Engineer,Software Engineer,EMP-0176,EMP-0176
EMP-0374,2021-11-18,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0169
EMP-0374,2023-07-25,Promotion,IC3,IC4,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Enterprise Account Executive,EMP-0169,EMP-0169
EMP-0375,2025-01-13,Hire,,IC3,,Marketing,,Growth,,Senior Growth Marketing Manager,,EMP-0170
EMP-0375,2025-02-20,Promotion,IC3,IC4,Marketing,Marketing,Growth,Growth,Senior Growth Marketing Manager,Staff Growth Marketing Manager,EMP-0170,EMP-0170
EMP-0376,2022-08-19,Hire,,IC2,,People,,People Ops,,People Operations Specialist,,EMP-0178
EMP-0377,2021-09-04,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0023
EMP-0377,2023-06-18,Promotion,IC2,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Software Engineer,Senior Software Engineer,EMP-0023,EMP-0023
EMP-0377,2023-06-18,Manager Change,IC3,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Senior Software Engineer,EMP-0023,EMP-0138
EMP-0378,2022-06-06,Hire,,IC1,,G&A,,Legal,,Legal Coordinator,,EMP-0126
EMP-0378,2023-11-02,Lateral Transfer,IC1,IC1,G&A,G&A,Legal,Facilities,Legal Coordinator,Office Coordinator,EMP-0126,EMP-0126
EMP-0379,2021-12-12,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0029
EMP-0379,2023-08-06,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0029,EMP-0029
EMP-0380,2021-12-15,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0169
EMP-0380,2023-08-08,Lateral Transfer,IC2,IC2,Sales,Sales,SDR,Account Executive,Senior SDR,Account Executive,EMP-0169,EMP-0169
EMP-0381,2022-09-05,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0147
EMP-0382,2022-07-10,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0142
EMP-0382,2023-11-19,Promotion,IC1,IC2,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Software Engineer,EMP-0142,EMP-0142
EMP-0383,2022-06-08,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0147
EMP-0383,2023-11-03,Promotion,IC1,IC2,Sales,Sales,Account Executive,Account Executive,Junior Account Executive,Account Executive,EMP-0147,EMP-0147
EMP-0384,2021-09-08,Hire,,IC3,,G&A,,Facilities,,Senior Facilities Specialist,,EMP-012
EMP-0384,2023-06-20,Manager Change,IC3,IC3,G&A,G&A,Facilities,Facilities,Senior Facilities Specialist,Senior Facilities Specialist,EMP-012,EMP-0179
EMP-0385,2021-07-18,Hire,,IC1,,Sales,,Account Management,,Junior Account Manager,,EMP-0030
EMP-0385,2023-05-25,Promotion,IC1,IC2,Sales,Sales,Account Management,Account Management,Junior Account Manager,Account Manager,EMP-0030,EMP-0030
EMP-0385,2023-05-25,Manager Change,IC2,IC2,Sales,Sales,Account Management,Account Management,Account Manager,Account Manager,EMP-0030,EMP-0182
EMP-0386,2023-09-15,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0182
EMP-0387,2021-10-14,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0139
EMP-0387,2023-07-08,Lateral Transfer,IC3,IC3,Customer Success,Customer Success,Implementation,CSM,Senior Implementation Specialist,Senior CSM,EMP-0139,EMP-0139
EMP-0388,2022-08-19,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0158
EMP-0389,2022-08-03,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0036
EMP-0389,2023-12-01,Promotion,IC2,IC3,Engineering,Engineering,Data,Data,Software Engineer,Senior Data Engineer,EMP-0036,EMP-0036
EMP-0390,2021-09-04,Hire,,IC1,,Customer Success,,Support,,Customer Support Specialist,,EMP-0144
EMP-0390,2023-06-18,Lateral Transfer,IC1,IC1,Customer Success,Customer Success,Support,CSM,Customer Support Specialist,Junior Customer Success Manager,EMP-0144,EMP-0144
EMP-0391,2022-06-09,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0029
EMP-0392,2024-05-03,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0124
EMP-0392,2024-10-16,Lateral Transfer,IC1,IC1,Engineering,Engineering,Infrastructure,Platform,Associate Software Engineer,Associate Software Engineer,EMP-0124,EMP-0124
